cisp;mes;ano;pop
137;11;2004;26968,01
138;11;2004;7723,32
139;11;2004;16711,99
140;11;2004;23626,00
141;11;2004;37113,88
142;11;2004;14737,83
143;11;2004;123048,60
144;11;2004;34405,12
145;11;2004;29774,08
146;11;2004;157776,27
147;11;2004;41235,44
151;11;2004;177121,24
152;11;2004;10588,22
153;11;2004;19832,83
154;11;2004;24421,28
155;11;2004;8612,23
156;11;2004;10408,55
157;11;2004;10146,02
158;11;2004;23776,91
159;11;2004;50948,69
165;11;2004;29380,12
166;11;2004;138906,38
167;11;2004;32775,55
168;11;2004;16736,39
1;12;2004;1567,89
4;12;2004;30227,44
5;12;2004;36180,07
6;12;2004;77390,35
7;12;2004;39226,18
9;12;2004;130823,91
10;12;2004;98948,20
12;12;2004;87914,87
13;12;2004;66581,24
14;12;2004;85099,33
15;12;2004;142181,73
16;12;2004;291757,07
17;12;2004;76968,66
18;12;2004;64906,18
19;12;2004;133559,55
20;12;2004;157240,19
21;12;2004;255189,67
22;12;2004;229808,51
23;12;2004;88411,79
24;12;2004;92976,00
25;12;2004;124546,92
26;12;2004;111593,25
27;12;2004;182081,25
28;12;2004;165069,90
29;12;2004;100421,37
30;12;2004;120582,70
31;12;2004;151742,43
32;12;2004;353715,19
33;12;2004;232913,01
34;12;2004;410257,02
35;12;2004;519569,12
36;12;2004;299002,12
37;12;2004;203744,97
38;12;2004;200105,69
39;12;2004;169063,83
40;12;2004;106946,11
41;12;2004;137133,49
43;12;2004;168797,38
44;12;2004;113688,45
48;12;2004;70686,61
50;12;2004;93035,03
51;12;2004;43289,30
52;12;2004;174682,34
53;12;2004;168188,88
54;12;2004;449543,59
55;12;2004;128808,15
56;12;2004;259935,16
57;12;2004;155341,16
58;12;2004;343967,10
59;12;2004;334378,36
60;12;2004;268629,19
61;12;2004;57285,10
62;12;2004;149374,44
63;12;2004;88470,22
64;12;2004;453515,40
65;12;2004;125695,83
66;12;2004;132798,26
71;12;2004;228433,93
72;12;2004;323636,56
73;12;2004;156597,58
74;12;2004;204758,31
75;12;2004;252583,06
76;12;2004;73906,96
77;12;2004;140144,07
78;12;2004;121824,81
79;12;2004;70466,08
81;12;2004;65322,38
82;12;2004;96062,21
88;12;2004;91222,35
89;12;2004;111020,82
90;12;2004;173836,47
91;12;2004;68698,85
92;12;2004;8025,28
93;12;2004;248894,62
94;12;2004;23883,10
95;12;2004;32725,66
96;12;2004;49778,15
97;12;2004;17571,44
98;12;2004;12626,92
99;12;2004;26451,03
100;12;2004;25507,21
101;12;2004;20850,89
104;12;2004;19701,93
105;12;2004;247273,87
106;12;2004;43369,31
107;12;2004;38990,99
108;12;2004;92919,14
109;12;2004;17318,59
110;12;2004;148887,32
111;12;2004;14491,39
112;12;2004;16202,29
118;12;2004;94639,05
119;12;2004;52200,06
120;12;2004;21302,06
121;12;2004;27241,32
122;12;2004;19819,04
123;12;2004;188060,28
124;12;2004;61168,23
125;12;2004;73136,67
126;12;2004;175823,48
127;12;2004;21870,60
128;12;2004;58429,74
129;12;2004;18130,64
134;12;2004;273204,63
135;12;2004;22957,01
136;12;2004;48442,00
137;12;2004;26966,17
138;12;2004;7719,80
139;12;2004;16727,02
140;12;2004;23639,03
141;12;2004;37120,16
142;12;2004;14739,14
143;12;2004;123141,36
144;12;2004;34419,74
145;12;2004;29816,12
146;12;2004;157949,00
147;12;2004;41237,18
151;12;2004;177193,38
152;12;2004;10593,18
153;12;2004;19832,79
154;12;2004;24439,68
155;12;2004;8616,33
156;12;2004;10407,26
157;12;2004;10148,11
158;12;2004;23799,21
159;12;2004;50996,33
165;12;2004;29475,25
166;12;2004;139320,76
167;12;2004;32841,71
168;12;2004;16746,35
1;1;2005;1568,89
4;1;2005;30246,66
5;1;2005;36203,07
6;1;2005;77439,55
7;1;2005;39251,12
9;1;2005;130907,08
10;1;2005;99011,11
12;1;2005;87970,76
13;1;2005;66623,56
14;1;2005;85153,43
15;1;2005;142272,12
16;1;2005;291942,55
17;1;2005;77017,59
18;1;2005;64947,45
19;1;2005;133644,46
20;1;2005;157340,15
21;1;2005;255351,91
22;1;2005;229954,61
23;1;2005;88467,99
24;1;2005;93035,11
25;1;2005;124626,09
26;1;2005;111664,19
27;1;2005;182197,00
28;1;2005;165174,84
29;1;2005;100485,21
30;1;2005;120659,36
31;1;2005;151838,90
32;1;2005;353940,06
33;1;2005;233061,08
34;1;2005;410517,84
35;1;2005;519899,43
36;1;2005;299192,20
37;1;2005;203874,49
38;1;2005;200232,91
39;1;2005;169171,31
40;1;2005;107014,10
41;1;2005;137220,67
43;1;2005;168904,69
44;1;2005;113760,73
48;1;2005;70794,02
50;1;2005;93259,50
51;1;2005;43344,59
52;1;2005;174740,98
53;1;2005;168191,67
54;1;2005;449833,82
55;1;2005;128941,01
56;1;2005;260022,42
57;1;2005;155372,09
58;1;2005;344082,58
59;1;2005;334651,95
60;1;2005;268848,98
61;1;2005;57331,97
62;1;2005;149496,66
63;1;2005;88571,81
64;1;2005;453592,03
65;1;2005;125875,89
66;1;2005;132908,72
71;1;2005;228726,65
72;1;2005;323948,52
73;1;2005;156748,53
74;1;2005;204955,68
75;1;2005;252826,53
76;1;2005;73943,65
77;1;2005;140213,63
78;1;2005;121885,28
79;1;2005;70501,05
81;1;2005;65354,80
82;1;2005;96478,90
88;1;2005;91274,61
89;1;2005;111147,42
90;1;2005;173895,28
91;1;2005;68744,93
92;1;2005;8033,07
93;1;2005;249025,70
94;1;2005;23917,98
95;1;2005;32750,29
96;1;2005;49796,20
97;1;2005;17576,82
98;1;2005;12635,85
99;1;2005;26484,65
100;1;2005;25561,54
101;1;2005;20877,81
104;1;2005;19710,04
105;1;2005;247340,35
106;1;2005;43380,97
107;1;2005;39021,57
108;1;2005;92979,36
109;1;2005;17321,65
110;1;2005;149100,65
111;1;2005;14497,42
112;1;2005;16220,13
118;1;2005;94880,95
119;1;2005;52248,82
120;1;2005;21302,76
121;1;2005;27349,91
122;1;2005;19839,25
123;1;2005;188765,00
124;1;2005;61348,30
125;1;2005;73340,63
126;1;2005;176345,51
127;1;2005;21947,78
128;1;2005;58977,08
129;1;2005;18194,66
134;1;2005;273503,73
135;1;2005;22956,14
136;1;2005;48475,91
137;1;2005;26964,33
138;1;2005;7716,29
139;1;2005;16742,07
140;1;2005;23652,07
141;1;2005;37126,44
142;1;2005;14740,45
143;1;2005;123234,19
144;1;2005;34434,36
145;1;2005;29858,23
146;1;2005;158121,92
147;1;2005;41238,92
151;1;2005;177265,54
152;1;2005;10598,15
153;1;2005;19832,75
154;1;2005;24458,09
155;1;2005;8620,44
156;1;2005;10405,97
157;1;2005;10150,20
158;1;2005;23821,52
159;1;2005;51044,01
165;1;2005;29570,69
166;1;2005;139736,38
167;1;2005;32908,00
168;1;2005;16756,32
1;2;2005;1569,89
4;2;2005;30265,88
5;2;2005;36226,09
6;2;2005;77488,78
7;2;2005;39276,07
9;2;2005;130990,30
10;2;2005;99074,05
12;2;2005;88026,68
13;2;2005;66665,92
14;2;2005;85207,56
15;2;2005;142362,57
16;2;2005;292128,15
17;2;2005;77066,55
18;2;2005;64988,74
19;2;2005;133729,42
20;2;2005;157440,18
21;2;2005;255514,24
22;2;2005;230100,80
23;2;2005;88524,23
24;2;2005;93094,25
25;2;2005;124705,32
26;2;2005;111735,18
27;2;2005;182312,83
28;2;2005;165279,85
29;2;2005;100549,09
30;2;2005;120736,06
31;2;2005;151935,43
32;2;2005;354165,07
33;2;2005;233209,24
34;2;2005;410778,81
35;2;2005;520229,94
36;2;2005;299382,41
37;2;2005;204004,10
38;2;2005;200360,20
39;2;2005;169278,86
40;2;2005;107082,14
41;2;2005;137307,91
43;2;2005;169012,06
44;2;2005;113833,05
48;2;2005;70901,60
50;2;2005;93484,52
51;2;2005;43399,94
52;2;2005;174799,65
53;2;2005;168194,46
54;2;2005;450124,23
55;2;2005;129074,01
56;2;2005;260109,72
57;2;2005;155403,03
58;2;2005;344198,09
59;2;2005;334925,77
60;2;2005;269068,96
61;2;2005;57378,88
62;2;2005;149618,98
63;2;2005;88673,52
64;2;2005;453668,67
65;2;2005;126056,20
66;2;2005;133019,26
71;2;2005;229019,75
72;2;2005;324260,78
73;2;2005;156899,62
74;2;2005;205153,24
75;2;2005;253070,23
76;2;2005;73980,35
77;2;2005;140283,23
78;2;2005;121945,77
79;2;2005;70536,04
81;2;2005;65387,24
82;2;2005;96897,39
88;2;2005;91326,89
89;2;2005;111274,16
90;2;2005;173954,11
91;2;2005;68791,04
92;2;2005;8040,86
93;2;2005;249156,85
94;2;2005;23952,91
95;2;2005;32774,94
96;2;2005;49814,26
97;2;2005;17582,21
98;2;2005;12644,79
99;2;2005;26518,32
100;2;2005;25615,98
101;2;2005;20904,77
104;2;2005;19718,14
105;2;2005;247406,85
106;2;2005;43392,64
107;2;2005;39052,17
108;2;2005;93039,61
109;2;2005;17324,72
110;2;2005;149314,28
111;2;2005;14503,46
112;2;2005;16237,99
118;2;2005;95123,46
119;2;2005;52297,63
120;2;2005;21303,46
121;2;2005;27458,94
122;2;2005;19859,48
123;2;2005;189472,35
124;2;2005;61528,89
125;2;2005;73545,17
126;2;2005;176869,09
127;2;2005;22025,23
128;2;2005;59529,54
129;2;2005;18258,91
134;2;2005;273803,16
135;2;2005;22955,28
136;2;2005;48509,85
137;2;2005;26962,49
138;2;2005;7712,77
139;2;2005;16757,13
140;2;2005;23665,12
141;2;2005;37132,73
142;2;2005;14741,76
143;2;2005;123327,09
144;2;2005;34448,99
145;2;2005;29900,39
146;2;2005;158295,03
147;2;2005;41240,66
151;2;2005;177337,73
152;2;2005;10603,11
153;2;2005;19832,71
154;2;2005;24476,52
155;2;2005;8624,55
156;2;2005;10404,68
157;2;2005;10152,29
158;2;2005;23843,86
159;2;2005;51091,74
165;2;2005;29666,44
166;2;2005;140153,23
167;2;2005;32974,43
168;2;2005;16766,29
1;3;2005;1570,89
4;3;2005;30285,12
5;3;2005;36249,12
6;3;2005;77538,05
7;3;2005;39301,04
9;3;2005;131073,57
10;3;2005;99137,04
12;3;2005;88082,65
13;3;2005;66708,30
14;3;2005;85261,73
15;3;2005;142453,07
16;3;2005;292313,86
17;3;2005;77115,55
18;3;2005;65030,05
19;3;2005;133814,44
20;3;2005;157540,27
21;3;2005;255676,68
22;3;2005;230247,08
23;3;2005;88580,51
24;3;2005;93153,44
25;3;2005;124784,60
26;3;2005;111806,21
27;3;2005;182428,73
28;3;2005;165384,92
29;3;2005;100613,01
30;3;2005;120812,82
31;3;2005;152032,02
32;3;2005;354390,22
33;3;2005;233357,50
34;3;2005;411039,96
35;3;2005;520560,67
36;3;2005;299572,73
37;3;2005;204133,79
38;3;2005;200487,58
39;3;2005;169386,47
40;3;2005;107150,21
41;3;2005;137395,20
43;3;2005;169119,51
44;3;2005;113905,42
48;3;2005;71009,35
50;3;2005;93710,08
51;3;2005;43455,37
52;3;2005;174858,33
53;3;2005;168197,25
54;3;2005;450414,84
55;3;2005;129207,14
56;3;2005;260197,04
57;3;2005;155433,98
58;3;2005;344313,64
59;3;2005;335199,81
60;3;2005;269289,11
61;3;2005;57425,83
62;3;2005;149741,40
63;3;2005;88775,34
64;3;2005;453745,33
65;3;2005;126236,77
66;3;2005;133129,91
71;3;2005;229313,22
72;3;2005;324573,34
73;3;2005;157050,86
74;3;2005;205350,98
75;3;2005;253314,17
76;3;2005;74017,07
77;3;2005;140352,85
78;3;2005;122006,30
79;3;2005;70571,05
81;3;2005;65419,69
82;3;2005;97317,70
88;3;2005;91379,20
89;3;2005;111401,05
90;3;2005;174012,96
91;3;2005;68837,19
92;3;2005;8048,67
93;3;2005;249288,06
94;3;2005;23987,88
95;3;2005;32799,61
96;3;2005;49832,33
97;3;2005;17587,59
98;3;2005;12653,73
99;3;2005;26552,04
100;3;2005;25670,55
101;3;2005;20931,76
104;3;2005;19726,25
105;3;2005;247473,37
106;3;2005;43404,30
107;3;2005;39082,80
108;3;2005;93099,90
109;3;2005;17327,79
110;3;2005;149528,22
111;3;2005;14509,49
112;3;2005;16255,88
118;3;2005;95366,59
119;3;2005;52346,49
120;3;2005;21304,16
121;3;2005;27568,41
122;3;2005;19879,73
123;3;2005;190182,36
124;3;2005;61710,01
125;3;2005;73750,28
126;3;2005;177394,23
127;3;2005;22102,95
128;3;2005;60087,18
129;3;2005;18323,39
134;3;2005;274102,91
135;3;2005;22954,41
136;3;2005;48543,82
137;3;2005;26960,65
138;3;2005;7709,26
139;3;2005;16772,20
140;3;2005;23678,18
141;3;2005;37139,01
142;3;2005;14743,06
143;3;2005;123420,06
144;3;2005;34463,63
145;3;2005;29942,61
146;3;2005;158468,33
147;3;2005;41242,40
151;3;2005;177409,96
152;3;2005;10608,08
153;3;2005;19832,67
154;3;2005;24494,96
155;3;2005;8628,66
156;3;2005;10403,39
157;3;2005;10154,38
158;3;2005;23866,22
159;3;2005;51139,51
165;3;2005;29762,50
166;3;2005;140571,33
167;3;2005;33040,99
168;3;2005;16776,27
1;4;2005;1571,89
4;4;2005;30304,38
5;4;2005;36272,16
6;4;2005;77587,34
7;4;2005;39326,03
9;4;2005;131156,90
10;4;2005;99200,06
12;4;2005;88138,64
13;4;2005;66750,71
14;4;2005;85315,93
15;4;2005;142543,63
16;4;2005;292499,69
17;4;2005;77164,57
18;4;2005;65071,39
19;4;2005;133899,51
20;4;2005;157640,42
21;4;2005;255839,22
22;4;2005;230393,45
23;4;2005;88636,82
24;4;2005;93212,66
25;4;2005;124863,93
26;4;2005;111877,29
27;4;2005;182544,70
28;4;2005;165490,06
29;4;2005;100676,97
30;4;2005;120889,62
31;4;2005;152128,67
32;4;2005;354615,52
33;4;2005;233505,85
34;4;2005;411301,27
35;4;2005;520891,60
36;4;2005;299763,18
37;4;2005;204263,57
38;4;2005;200615,03
39;4;2005;169494,16
40;4;2005;107218,33
41;4;2005;137482,54
43;4;2005;169227,02
44;4;2005;113977,83
48;4;2005;71117,25
50;4;2005;93936,19
51;4;2005;43510,87
52;4;2005;174917,03
53;4;2005;168200,04
54;4;2005;450705,63
55;4;2005;129340,42
56;4;2005;260284,39
57;4;2005;155464,93
58;4;2005;344429,23
59;4;2005;335474,07
60;4;2005;269509,45
61;4;2005;57472,82
62;4;2005;149863,92
63;4;2005;88877,29
64;4;2005;453821,99
65;4;2005;126417,60
66;4;2005;133240,64
71;4;2005;229607,07
72;4;2005;324886,20
73;4;2005;157202,24
74;4;2005;205548,92
75;4;2005;253558,34
76;4;2005;74053,81
77;4;2005;140422,52
78;4;2005;122066,86
79;4;2005;70606,08
81;4;2005;65452,16
82;4;2005;97739,84
88;4;2005;91431,54
89;4;2005;111528,08
90;4;2005;174071,83
91;4;2005;68883,36
92;4;2005;8056,48
93;4;2005;249419,35
94;4;2005;24022,91
95;4;2005;32824,30
96;4;2005;49850,41
97;4;2005;17592,98
98;4;2005;12662,69
99;4;2005;26585,79
100;4;2005;25725,22
101;4;2005;20958,79
104;4;2005;19734,37
105;4;2005;247539,90
106;4;2005;43415,97
107;4;2005;39113,46
108;4;2005;93160,23
109;4;2005;17330,85
110;4;2005;149742,47
111;4;2005;14515,53
112;4;2005;16273,78
118;4;2005;95610,34
119;4;2005;52395,39
120;4;2005;21304,86
121;4;2005;27678,31
122;4;2005;19900,00
123;4;2005;190895,03
124;4;2005;61891,67
125;4;2005;73955,95
126;4;2005;177920,92
127;4;2005;22180,94
128;4;2005;60650,05
129;4;2005;18388,10
134;4;2005;274403,00
135;4;2005;22953,54
136;4;2005;48577,80
137;4;2005;26958,81
138;4;2005;7705,74
139;4;2005;16787,29
140;4;2005;23691,24
141;4;2005;37145,30
142;4;2005;14744,37
143;4;2005;123513,10
144;4;2005;34478,28
145;4;2005;29984,89
146;4;2005;158641,81
147;4;2005;41244,15
151;4;2005;177482,21
152;4;2005;10613,05
153;4;2005;19832,62
154;4;2005;24513,42
155;4;2005;8632,77
156;4;2005;10402,09
157;4;2005;10156,47
158;4;2005;23888,60
159;4;2005;51187,32
165;4;2005;29858,87
166;4;2005;140990,68
167;4;2005;33107,68
168;4;2005;16786,25
1;5;2005;1572,88
4;5;2005;30323,64
5;5;2005;36295,22
6;5;2005;77636,66
7;5;2005;39351,03
9;5;2005;131240,28
10;5;2005;99263,12
12;5;2005;88194,67
13;5;2005;66793,14
14;5;2005;85370,17
15;5;2005;142634,25
16;5;2005;292685,64
17;5;2005;77213,63
18;5;2005;65112,76
19;5;2005;133984,63
20;5;2005;157740,64
21;5;2005;256001,86
22;5;2005;230539,92
23;5;2005;88693,17
24;5;2005;93271,91
25;5;2005;124943,31
26;5;2005;111948,41
27;5;2005;182660,75
28;5;2005;165595,27
29;5;2005;100740,98
30;5;2005;120966,48
31;5;2005;152225,38
32;5;2005;354840,96
33;5;2005;233654,30
34;5;2005;411562,74
35;5;2005;521222,75
36;5;2005;299953,75
37;5;2005;204393,42
38;5;2005;200742,57
39;5;2005;169601,91
40;5;2005;107286,49
41;5;2005;137569,94
43;5;2005;169334,61
44;5;2005;114050,29
48;5;2005;71225,33
50;5;2005;94162,84
51;5;2005;43566,44
52;5;2005;174975,75
53;5;2005;168202,84
54;5;2005;450996,61
55;5;2005;129473,82
56;5;2005;260371,77
57;5;2005;155495,89
58;5;2005;344544,86
59;5;2005;335748,56
60;5;2005;269729,96
61;5;2005;57519,84
62;5;2005;149986,54
63;5;2005;88979,35
64;5;2005;453898,67
65;5;2005;126598,68
66;5;2005;133351,46
71;5;2005;229901,30
72;5;2005;325199,36
73;5;2005;157353,77
74;5;2005;205747,05
75;5;2005;253802,75
76;5;2005;74090,56
77;5;2005;140492,22
78;5;2005;122127,45
79;5;2005;70641,13
81;5;2005;65484,65
82;5;2005;98163,80
88;5;2005;91483,91
89;5;2005;111655,25
90;5;2005;174130,72
91;5;2005;68929,57
92;5;2005;8064,29
93;5;2005;249550,70
94;5;2005;24057,99
95;5;2005;32849,00
96;5;2005;49868,49
97;5;2005;17598,37
98;5;2005;12671,64
99;5;2005;26619,59
100;5;2005;25780,02
101;5;2005;20985,85
104;5;2005;19742,49
105;5;2005;247606,46
106;5;2005;43427,65
107;5;2005;39144,14
108;5;2005;93220,60
109;5;2005;17333,92
110;5;2005;149957,02
111;5;2005;14521,57
112;5;2005;16291,70
118;5;2005;95854,72
119;5;2005;52444,34
120;5;2005;21305,56
121;5;2005;27788,64
122;5;2005;19920,30
123;5;2005;191610,37
124;5;2005;62073,86
125;5;2005;74162,21
126;5;2005;178449,18
127;5;2005;22259,21
128;5;2005;61218,19
129;5;2005;18453,03
134;5;2005;274703,41
135;5;2005;22952,68
136;5;2005;48611,81
137;5;2005;26956,96
138;5;2005;7702,23
139;5;2005;16802,39
140;5;2005;23704,31
141;5;2005;37151,58
142;5;2005;14745,68
143;5;2005;123606,20
144;5;2005;34492,93
145;5;2005;30027,23
146;5;2005;158815,49
147;5;2005;41245,89
151;5;2005;177554,49
152;5;2005;10618,02
153;5;2005;19832,58
154;5;2005;24531,88
155;5;2005;8636,88
156;5;2005;10400,80
157;5;2005;10158,57
158;5;2005;23911,01
159;5;2005;51235,19
165;5;2005;29955,55
166;5;2005;141411,28
167;5;2005;33174,51
168;5;2005;16796,24
1;6;2005;1573,88
4;6;2005;30342,92
5;6;2005;36318,29
6;6;2005;77686,02
7;6;2005;39376,04
9;6;2005;131323,71
10;6;2005;99326,23
12;6;2005;88250,74
13;6;2005;66835,60
14;6;2005;85424,44
15;6;2005;142724,93
16;6;2005;292871,71
17;6;2005;77262,71
18;6;2005;65154,15
19;6;2005;134069,81
20;6;2005;157840,92
21;6;2005;256164,61
22;6;2005;230686,48
23;6;2005;88749,56
24;6;2005;93331,21
25;6;2005;125022,74
26;6;2005;112019,58
27;6;2005;182776,88
28;6;2005;165700,54
29;6;2005;100805,02
30;6;2005;121043,38
31;6;2005;152322,15
32;6;2005;355066,54
33;6;2005;233802,84
34;6;2005;411824,39
35;6;2005;521554,10
36;6;2005;300144,44
37;6;2005;204523,36
38;6;2005;200870,19
39;6;2005;169709,73
40;6;2005;107354,70
41;6;2005;137657,40
43;6;2005;169442,26
44;6;2005;114122,79
48;6;2005;71333,56
50;6;2005;94390,04
51;6;2005;43622,09
52;6;2005;175034,49
53;6;2005;168205,63
54;6;2005;451287,77
55;6;2005;129607,37
56;6;2005;260459,18
57;6;2005;155526,86
58;6;2005;344660,52
59;6;2005;336023,27
60;6;2005;269950,66
61;6;2005;57566,91
62;6;2005;150109,26
63;6;2005;89081,52
64;6;2005;453975,36
65;6;2005;126780,03
66;6;2005;133462,38
71;6;2005;230195,90
72;6;2005;325512,82
73;6;2005;157505,44
74;6;2005;205945,38
75;6;2005;254047,39
76;6;2005;74127,34
77;6;2005;140561,95
78;6;2005;122188,06
79;6;2005;70676,19
81;6;2005;65517,16
82;6;2005;98589,60
88;6;2005;91536,32
89;6;2005;111782,58
90;6;2005;174189,63
91;6;2005;68975,81
92;6;2005;8072,12
93;6;2005;249682,12
94;6;2005;24093,12
95;6;2005;32873,73
96;6;2005;49886,58
97;6;2005;17603,76
98;6;2005;12680,61
99;6;2005;26653,43
100;6;2005;25834,93
101;6;2005;21012,95
104;6;2005;19750,61
105;6;2005;247673,03
106;6;2005;43439,32
107;6;2005;39174,84
108;6;2005;93281,01
109;6;2005;17336,99
110;6;2005;150171,88
111;6;2005;14527,61
112;6;2005;16309,64
118;6;2005;96099,72
119;6;2005;52493,33
120;6;2005;21306,26
121;6;2005;27899,42
122;6;2005;19940,61
123;6;2005;192328,39
124;6;2005;62256,59
125;6;2005;74369,03
126;6;2005;178979,00
127;6;2005;22337,76
128;6;2005;61791,65
129;6;2005;18518,20
134;6;2005;275004,15
135;6;2005;22951,81
136;6;2005;48645,85
137;6;2005;26955,12
138;6;2005;7698,72
139;6;2005;16817,51
140;6;2005;23717,38
141;6;2005;37157,87
142;6;2005;14746,99
143;6;2005;123699,38
144;6;2005;34507,58
145;6;2005;30069,63
146;6;2005;158989,36
147;6;2005;41247,63
151;6;2005;177626,80
152;6;2005;10623,00
153;6;2005;19832,54
154;6;2005;24550,37
155;6;2005;8641,00
156;6;2005;10399,51
157;6;2005;10160,66
158;6;2005;23933,43
159;6;2005;51283,09
165;6;2005;30052,55
166;6;2005;141833,13
167;6;2005;33241,48
168;6;2005;16806,24
1;7;2005;1574,84
4;7;2005;30361,41
5;7;2005;36340,42
6;7;2005;77733,34
7;7;2005;39400,03
9;7;2005;131403,71
10;7;2005;99386,74
12;7;2005;88304,50
13;7;2005;66876,32
14;7;2005;85476,48
15;7;2005;142811,87
16;7;2005;293050,12
17;7;2005;77309,78
18;7;2005;65193,84
19;7;2005;134151,48
20;7;2005;157937,07
21;7;2005;256320,66
22;7;2005;230827,01
23;7;2005;88803,62
24;7;2005;93388,07
25;7;2005;125098,90
26;7;2005;112087,82
27;7;2005;182888,22
28;7;2005;165801,48
29;7;2005;100866,43
30;7;2005;121117,12
31;7;2005;152414,95
32;7;2005;355282,84
33;7;2005;233945,26
34;7;2005;412075,26
35;7;2005;521871,83
36;7;2005;300327,28
37;7;2005;204647,95
38;7;2005;200992,55
39;7;2005;169813,11
40;7;2005;107420,09
41;7;2005;137741,26
43;7;2005;169545,48
44;7;2005;114192,31
48;7;2005;71431,21
50;7;2005;94582,18
51;7;2005;43673,15
52;7;2005;175091,95
53;7;2005;168208,42
54;7;2005;451566,77
55;7;2005;129732,02
56;7;2005;260544,69
57;7;2005;155557,42
58;7;2005;344773,67
59;7;2005;336283,46
60;7;2005;270159,68
61;7;2005;57611,48
62;7;2005;150225,49
63;7;2005;89176,13
64;7;2005;454051,21
65;7;2005;126944,65
66;7;2005;133567,33
71;7;2005;230466,18
72;7;2005;325806,77
73;7;2005;157647,68
74;7;2005;206131,35
75;7;2005;254276,80
76;7;2005;74162,93
77;7;2005;140629,44
78;7;2005;122246,73
79;7;2005;70710,13
81;7;2005;65548,61
82;7;2005;98898,81
88;7;2005;91586,77
89;7;2005;111900,53
90;7;2005;174247,25
91;7;2005;69020,04
92;7;2005;8079,46
93;7;2005;249809,06
94;7;2005;24124,95
95;7;2005;32897,25
96;7;2005;49904,24
97;7;2005;17609,04
98;7;2005;12689,16
99;7;2005;26684,50
100;7;2005;25882,35
101;7;2005;21037,80
104;7;2005;19758,51
105;7;2005;247738,44
106;7;2005;43450,79
107;7;2005;39203,99
108;7;2005;93338,89
109;7;2005;17340,02
110;7;2005;150366,92
111;7;2005;14533,49
112;7;2005;16326,31
118;7;2005;96304,72
119;7;2005;52539,36
120;7;2005;21306,96
121;7;2005;27982,26
122;7;2005;19959,58
123;7;2005;192875,88
124;7;2005;62405,05
125;7;2005;74539,07
126;7;2005;179408,61
127;7;2005;22398,71
128;7;2005;62037,20
129;7;2005;18568,76
134;7;2005;275283,65
135;7;2005;22950,94
136;7;2005;48678,34
137;7;2005;26953,27
138;7;2005;7695,11
139;7;2005;16831,74
140;7;2005;23729,99
141;7;2005;37164,09
142;7;2005;14748,29
143;7;2005;123788,02
144;7;2005;34521,84
145;7;2005;30108,18
146;7;2005;159150,95
147;7;2005;41249,37
151;7;2005;177697,20
152;7;2005;10627,82
153;7;2005;19832,50
154;7;2005;24567,95
155;7;2005;8644,99
156;7;2005;10398,21
157;7;2005;10162,73
158;7;2005;23954,49
159;7;2005;51328,10
165;7;2005;30129,57
166;7;2005;142174,82
167;7;2005;33299,77
168;7;2005;16815,85
1;8;2005;1575,84
4;8;2005;30380,71
5;8;2005;36363,52
6;8;2005;77782,76
7;8;2005;39425,08
9;8;2005;131487,25
10;8;2005;99449,92
12;8;2005;88360,64
13;8;2005;66918,84
14;8;2005;85530,82
15;8;2005;142902,66
16;8;2005;293236,43
17;8;2005;77358,93
18;8;2005;65235,29
19;8;2005;134236,76
20;8;2005;158037,48
21;8;2005;256483,61
22;8;2005;230973,75
23;8;2005;88860,08
24;8;2005;93447,44
25;8;2005;125178,43
26;8;2005;112159,08
27;8;2005;183004,49
28;8;2005;165906,89
29;8;2005;100930,55
30;8;2005;121194,11
31;8;2005;152511,84
32;8;2005;355508,71
33;8;2005;234093,99
34;8;2005;412337,23
35;8;2005;522203,59
36;8;2005;300518,21
37;8;2005;204778,05
38;8;2005;201120,33
39;8;2005;169921,07
40;8;2005;107488,38
41;8;2005;137828,83
43;8;2005;169653,26
44;8;2005;114264,91
48;8;2005;71539,76
50;8;2005;94810,39
51;8;2005;43728,93
52;8;2005;175150,73
53;8;2005;168211,21
54;8;2005;451858,31
55;8;2005;129865,84
56;8;2005;260632,15
57;8;2005;155588,40
58;8;2005;344889,42
59;8;2005;336558,61
60;8;2005;270380,73
61;8;2005;57658,62
62;8;2005;150348,41
63;8;2005;89278,54
64;8;2005;454127,93
65;8;2005;127127,53
66;8;2005;133678,43
71;8;2005;230761,51
72;8;2005;326120,82
73;8;2005;157799,64
74;8;2005;206330,05
75;8;2005;254521,90
76;8;2005;74199,74
77;8;2005;140699,24
78;8;2005;122307,41
79;8;2005;70745,22
81;8;2005;65581,15
82;8;2005;99327,80
88;8;2005;91639,24
89;8;2005;112028,13
90;8;2005;174306,20
91;8;2005;69066,34
92;8;2005;8087,30
93;8;2005;249940,62
94;8;2005;24160,17
95;8;2005;32922,01
96;8;2005;49922,35
97;8;2005;17614,43
98;8;2005;12698,14
99;8;2005;26718,43
100;8;2005;25937,58
101;8;2005;21064,96
104;8;2005;19766,64
105;8;2005;247805,05
106;8;2005;43462,48
107;8;2005;39234,73
108;8;2005;93399,43
109;8;2005;17343,09
110;8;2005;150582,37
111;8;2005;14539,54
112;8;2005;16344,29
118;8;2005;96550,87
119;8;2005;52588,44
120;8;2005;21307,66
121;8;2005;28093,81
122;8;2005;19979,94
123;8;2005;193598,68
124;8;2005;62588,75
125;8;2005;74746,95
126;8;2005;179942,33
127;8;2005;22477,75
